subject_id,race,age,income_cat,educ_cat,party,ideo,political_knowledge,y
516,Other Race/Ethnicity,30,>100K,College degree,5,3,1,7
517,White,62,<50K,High school or less,7,2,0.75,7
518,White,31,<50K,College degree,7,2,0,7
519,White,66,>100K,College degree,4,3,1,7
520,White,53,<50K,Some college,2,1,0.75,1
521,White,68,<50K,High school or less,7,2,0.75,7
522,White,75,$50K-100K,Post-graduate degree,4,3,1,4
523,White,27,<50K,Some college,1,1,0,3
524,White,68,<50K,High school or less,7,2,0.75,4
525,Black,30,<50K,High school or less,1,3,0.5,4
526,Black,67,<50K,High school or less,2,2,0.75,4
527,Other Race/Ethnicity,30,<50K,High school or less,2,1,0.75,2
528,White,35,>100K,Post-graduate degree,3,3,1,7
529,White,69,$50K-100K,Post-graduate degree,5,1,1,1
530,White,74,>100K,College degree,3,2,1,7
531,White,62,<50K,Some college,7,2,0.75,7
532,White,58,$50K-100K,College degree,2,3,1,5
533,White,43,$50K-100K,Some college,1,1,0.5,2
534,Hispanic/Latino,22,<50K,College degree,7,3,0,3
535,White,70,>100K,Post-graduate degree,7,2,1,7
536,White,63,<50K,High school or less,4,3,0.25,4
537,White,22,$50K-100K,High school or less,4,4,0.25,1
538,White,58,<50K,College degree,7,1,1,3
539,Other Race/Ethnicity,41,$50K-100K,College degree,5,3,0.5,5
540,White,61,>100K,College degree,1,1,1,6
541,White,60,<50K,Some college,4,2,0.75,3
542,White,53,<50K,Some college,5,3,0.5,4
543,Black,29,<50K,High school or less,1,4,0.75,4
544,White,49,>100K,High school or less,2,1,1,1
545,Hispanic/Latino,37,>100K,Post-graduate degree,7,1,0.25,2
546,White,34,<50K,Some college,6,2,1,7
547,White,28,>100K,College degree,3,3,1,5
548,White,36,<50K,High school or less,2,2,0.5,7
549,Other Race/Ethnicity,100,Prefer not to say,College degree,1,2,0.25,7
550,White,64,<50K,Some college,7,2,1,6
551,Black,32,$50K-100K,College degree,4,3,1,7
552,White,70,<50K,College degree,7,2,1,7
553,White,81,<50K,College degree,4,3,0.75,6
554,White,66,<50K,College degree,7,2,1,4
555,White,50,<50K,High school or less,5,2,0.5,4
556,White,35,<50K,Post-graduate degree,1,1,1,1
557,White,53,$50K-100K,Some college,7,2,0.5,7
558,White,23,Prefer not to say,College degree,1,1,0.75,3
559,White,46,<50K,Some college,1,1,0.75,1
560,Black,23,Prefer not to say,High school or less,2,3,0.25,6
561,White,28,<50K,College degree,4,3,0.75,4
562,White,24,>100K,Some college,7,2,0.5,7
563,Hispanic/Latino,60,<50K,College degree,7,2,0.75,7
564,Black,21,<50K,Some college,6,2,0,7
565,White,61,$50K-100K,High school or less,7,2,0.5,7
566,White,69,<50K,College degree,7,3,0.75,7
567,White,56,>100K,College degree,4,2,0.75,7
568,White,57,$50K-100K,High school or less,2,3,0.25,4
569,White,37,<50K,Some college,6,3,0.5,4
570,White,55,$50K-100K,Some college,1,1,0.75,3
571,White,42,>100K,Post-graduate degree,7,2,0.75,2
572,White,66,$50K-100K,College degree,6,3,0.5,7
573,White,36,<50K,Some college,4,3,0.5,3
574,White,45,$50K-100K,College degree,1,1,0.75,4
575,Hispanic/Latino,69,<50K,College degree,1,1,0.75,6
576,Black,31,<50K,College degree,2,3,0,7
577,White,78,<50K,Some college,3,2,1,7
578,White,37,$50K-100K,High school or less,1,1,1,3
579,White,62,<50K,Some college,1,3,0.5,7
580,White,58,<50K,College degree,4,3,1,7
581,White,75,$50K-100K,Post-graduate degree,5,1,1,7
582,White,44,<50K,Some college,4,4,0.5,7
583,White,66,$50K-100K,College degree,5,3,1,6
584,Black,68,>100K,College degree,1,1,1,6
585,White,65,<50K,Some college,5,3,0.5,7
586,White,23,<50K,College degree,5,3,1,3
587,White,74,$50K-100K,College degree,1,1,1,4
588,White,24,<50K,Some college,4,3,0.25,3
589,White,54,<50K,High school or less,4,3,0,2
590,White,43,$50K-100K,Post-graduate degree,3,3,0.75,4
591,White,36,<50K,High school or less,4,4,0.5,1
592,White,47,>100K,Some college,3,2,0.75,5
593,White,60,<50K,High school or less,3,2,1,7
594,Black,25,<50K,College degree,2,1,0.75,3
595,White,50,>100K,College degree,6,3,0.75,7
596,White,62,<50K,High school or less,6,4,0.25,4
597,White,34,<50K,Some college,4,3,0.5,4
598,White,73,<50K,Post-graduate degree,5,1,0.75,7
599,White,41,$50K-100K,Some college,3,3,0.5,1
600,White,19,<50K,Some college,2,1,0,7
601,White,57,>100K,Post-graduate degree,1,1,1,6
602,White,77,$50K-100K,Post-graduate degree,1,1,0.75,4
603,White,68,<50K,High school or less,3,2,0.5,4
604,Other Race/Ethnicity,31,$50K-100K,Post-graduate degree,1,1,0.75,4
605,White,51,$50K-100K,Post-graduate degree,1,1,0.5,7
606,White,66,$50K-100K,College degree,7,2,0.75,7
607,White,50,$50K-100K,Some college,7,2,0.25,7
608,Hispanic/Latino,59,<50K,College degree,1,3,0.5,4
609,White,61,Prefer not to say,Post-graduate degree,2,3,0.75,4
610,White,73,<50K,College degree,7,3,0.75,7
611,Other Race/Ethnicity,44,<50K,High school or less,4,1,0.5,1
612,White,28,>100K,College degree,7,2,0,2
613,White,66,$50K-100K,College degree,5,1,1,6
614,White,27,>100K,Post-graduate degree,2,1,0.75,7
615,White,28,$50K-100K,Post-graduate degree,6,2,0.75,7
616,White,22,>100K,Some college,4,4,0.25,7
617,White,48,>100K,Post-graduate degree,1,1,0.5,4
618,White,35,$50K-100K,College degree,6,2,0.5,7
619,White,63,<50K,Some college,1,1,0.75,4
620,White,18,<50K,High school or less,7,1,0.5,1
621,Other Race/Ethnicity,50,>100K,Post-graduate degree,5,3,0.75,6
622,White,75,$50K-100K,Some college,1,1,0.75,5
623,White,72,$50K-100K,Post-graduate degree,1,1,1,2
624,White,67,$50K-100K,High school or less,6,3,0.5,7
625,White,63,<50K,Some college,7,2,0.75,7
626,White,72,>100K,Post-graduate degree,2,3,1,7
627,Hispanic/Latino,18,<50K,College degree,5,3,1,1
628,White,33,<50K,High school or less,6,3,0.5,4
629,White,60,$50K-100K,Some college,7,2,0.75,7
630,Hispanic/Latino,25,<50K,High school or less,4,3,0.25,7
631,Other Race/Ethnicity,39,$50K-100K,Post-graduate degree,2,1,1,3
632,White,68,$50K-100K,College degree,7,2,0.75,7
633,Hispanic/Latino,26,<50K,Some college,6,2,0.25,7
634,White,61,<50K,High school or less,4,2,1,2
635,White,75,>100K,Post-graduate degree,4,3,0.75,7
636,White,28,<50K,College degree,1,1,0.25,3
637,White,44,>100K,College degree,7,3,0.25,4
638,White,73,<50K,Some college,1,3,1,2
639,White,53,>100K,Some college,1,1,0.75,4
640,White,65,<50K,High school or less,1,1,0.75,7
641,White,69,<50K,Some college,7,2,0.75,7
642,White,75,>100K,High school or less,2,1,0.75,7
643,White,25,$50K-100K,College degree,6,2,1,5
644,White,33,<50K,Some college,6,3,0.25,3
645,Black,18,<50K,High school or less,2,4,0,5
646,White,25,<50K,High school or less,1,1,0,1
647,White,68,$50K-100K,Post-graduate degree,7,2,1,7
648,White,64,>100K,College degree,3,2,1,7
649,White,43,>100K,High school or less,2,1,0.75,6
650,White,75,<50K,College degree,5,3,1,4
651,White,61,<50K,College degree,1,1,0.25,7
652,White,27,<50K,College degree,5,1,0,2
653,White,64,<50K,College degree,6,3,0.75,7
654,White,52,<50K,High school or less,6,2,1,3
655,Other Race/Ethnicity,50,>100K,Post-graduate degree,6,2,0.5,6
656,White,75,$50K-100K,High school or less,6,2,0.5,7
657,White,63,<50K,College degree,1,1,1,3
658,White,52,<50K,Some college,2,3,0.75,4
659,White,65,$50K-100K,Post-graduate degree,7,2,1,7
660,White,69,$50K-100K,College degree,5,3,1,4
661,White,66,<50K,Post-graduate degree,1,1,1,2
662,White,58,<50K,College degree,1,1,1,4
663,White,57,<50K,College degree,3,3,1,7
664,White,54,>100K,Post-graduate degree,2,1,1,4
665,White,37,<50K,College degree,4,4,0.25,1
666,Hispanic/Latino,33,<50K,College degree,1,1,1,2
667,White,55,<50K,Some college,6,3,0.25,4
668,White,52,$50K-100K,High school or less,6,2,0.75,7
669,White,56,<50K,High school or less,1,1,0.5,7
670,Hispanic/Latino,66,<50K,College degree,1,1,0.5,7
671,White,60,>100K,College degree,4,2,0.75,6
672,White,69,<50K,College degree,1,1,1,7
673,White,45,>100K,College degree,3,3,0.75,7
674,White,60,<50K,High school or less,2,3,1,7
675,Hispanic/Latino,42,$50K-100K,Some college,6,3,0.75,7
676,White,58,>100K,College degree,6,2,0.75,1
677,White,33,<50K,College degree,5,3,0.5,3
678,White,66,>100K,College degree,7,2,0.75,7
679,White,21,<50K,High school or less,4,3,0.25,4
680,White,51,>100K,Post-graduate degree,1,3,0.25,2
681,Black,35,<50K,High school or less,2,2,0.5,1
682,White,42,>100K,Post-graduate degree,3,3,0.5,6
683,White,55,>100K,College degree,1,1,0.75,6
684,White,61,<50K,College degree,7,2,0.75,7
685,White,75,<50K,High school or less,7,2,1,7
686,White,50,$50K-100K,College degree,7,2,0.75,7
687,White,50,>100K,Post-graduate degree,7,2,0.5,7
688,White,41,<50K,Some college,7,2,0.25,7
689,White,64,>100K,Post-graduate degree,2,2,0.75,7
690,White,52,<50K,High school or less,7,2,0.5,7
691,White,30,<50K,High school or less,2,1,0.75,3
692,White,63,<50K,College degree,4,4,0.75,1
693,White,29,>100K,Post-graduate degree,6,3,0.75,7
694,White,33,$50K-100K,College degree,4,3,0.75,7
695,White,58,$50K-100K,College degree,6,3,1,7
696,White,37,<50K,High school or less,1,3,0.75,1
697,White,83,<50K,High school or less,7,2,0.75,7
698,Other Race/Ethnicity,26,<50K,High school or less,7,4,0,7
699,White,70,$50K-100K,College degree,7,2,1,7
700,White,53,<50K,College degree,2,3,1,5
701,White,46,<50K,College degree,4,3,0.75,6
702,White,59,>100K,College degree,1,1,1,1
703,Other Race/Ethnicity,73,>100K,College degree,4,3,1,5
704,White,66,>100K,Post-graduate degree,2,2,0.75,4
705,White,86,<50K,Some college,7,2,0.75,4
706,White,51,<50K,High school or less,2,4,0.75,1
707,Other Race/Ethnicity,42,$50K-100K,High school or less,1,1,0.75,1
708,Other Race/Ethnicity,22,<50K,High school or less,1,4,0.5,1
709,White,41,$50K-100K,Some college,2,3,0.5,5
710,White,42,<50K,High school or less,2,2,0.75,7
711,White,52,<50K,College degree,6,2,1,6
712,White,70,>100K,Some college,2,3,1,6
713,White,47,<50K,Some college,4,4,0.5,6
714,White,70,>100K,Post-graduate degree,1,1,0.75,4
715,White,43,<50K,Some college,4,3,0.5,1
716,White,44,<50K,High school or less,2,3,0.5,1
717,Black,30,<50K,High school or less,4,4,0.5,1
718,Black,46,<50K,College degree,6,3,0.5,3
719,White,38,<50K,College degree,4,3,0.5,3
720,White,39,$50K-100K,Some college,7,2,0.5,4
721,White,73,>100K,College degree,5,3,1,7
722,Other Race/Ethnicity,31,>100K,Some college,4,1,1,5
723,White,67,$50K-100K,College degree,7,2,1,7
724,White,41,$50K-100K,Some college,3,4,0.75,7
725,Hispanic/Latino,46,<50K,College degree,4,1,0.75,1
726,White,42,<50K,Some college,1,1,0.75,1
727,Black,25,<50K,College degree,5,3,0.25,7
728,Other Race/Ethnicity,56,$50K-100K,College degree,1,1,1,4
729,White,28,$50K-100K,High school or less,5,1,0.5,4
730,White,31,<50K,Some college,4,2,0.5,1
731,White,44,<50K,High school or less,7,3,0.5,4
732,Black,31,>100K,College degree,1,3,0,2
733,Other Race/Ethnicity,21,<50K,Some college,2,1,0.5,7
734,White,72,>100K,Some college,6,3,0.75,7
735,White,41,$50K-100K,Some college,5,3,1,7
736,White,50,<50K,High school or less,7,1,0.75,1
737,Hispanic/Latino,41,<50K,Some college,2,3,0.5,1
738,White,36,$50K-100K,College degree,4,3,0.5,7
739,White,46,>100K,College degree,6,3,0,4
740,White,64,<50K,Post-graduate degree,6,2,0.75,7
741,Black,67,<50K,High school or less,1,4,0.75,4
742,White,46,<50K,High school or less,4,2,0.75,3
743,White,66,$50K-100K,Post-graduate degree,1,3,0.75,4
744,White,75,<50K,Some college,7,2,0.75,7
745,White,74,$50K-100K,Some college,1,3,0.75,7
746,White,51,<50K,High school or less,7,3,0.25,3
747,White,21,<50K,College degree,3,3,0.5,7
748,Other Race/Ethnicity,31,$50K-100K,Post-graduate degree,1,4,0.5,2
749,White,34,<50K,Some college,4,4,0.75,4
750,White,47,<50K,Some college,2,2,0.75,1
751,White,53,<50K,College degree,1,1,0.25,1
752,Hispanic/Latino,21,$50K-100K,College degree,2,3,0,2
753,White,42,$50K-100K,College degree,7,2,1,7
754,White,42,<50K,High school or less,2,2,0.25,6
755,White,33,$50K-100K,College degree,3,3,1,7
756,White,66,$50K-100K,High school or less,7,2,1,4
757,White,65,<50K,High school or less,6,2,1,7
758,White,29,$50K-100K,College degree,6,4,0,5
759,White,19,$50K-100K,High school or less,5,3,0,1
760,White,33,<50K,High school or less,4,4,0.5,1
761,White,53,>100K,College degree,5,1,0.5,7
762,White,53,<50K,College degree,6,3,0.75,3
763,White,50,$50K-100K,High school or less,6,4,0.75,7
764,White,78,<50K,Some college,6,2,0.75,2
765,White,24,<50K,Some college,1,1,0,1
766,Other Race/Ethnicity,21,$50K-100K,College degree,2,1,0,5
767,White,37,<50K,Some college,4,3,0.25,2
768,White,33,$50K-100K,College degree,2,1,1,1
769,White,72,$50K-100K,College degree,4,3,0.75,7
770,White,66,<50K,Some college,7,2,1,5
771,White,41,<50K,Some college,1,1,1,2
772,Hispanic/Latino,32,<50K,High school or less,5,4,0.25,7
773,White,27,$50K-100K,Post-graduate degree,5,1,0.75,4
774,White,52,$50K-100K,Some college,7,2,0.5,7
775,Black,73,<50K,College degree,1,4,0.75,4
776,White,20,<50K,Post-graduate degree,5,1,0.5,6
777,Black,55,<50K,High school or less,2,1,1,4
778,White,63,<50K,Some college,1,1,1,1
779,White,29,<50K,College degree,6,2,0.25,4
780,Other Race/Ethnicity,65,>100K,College degree,4,3,1,6
781,White,25,$50K-100K,High school or less,3,3,1,7
782,White,65,<50K,High school or less,3,3,0.75,7
783,White,32,$50K-100K,Post-graduate degree,3,1,0.75,4
784,White,51,$50K-100K,College degree,7,2,0.5,7
785,White,65,>100K,Post-graduate degree,1,1,1,3
786,White,77,$50K-100K,College degree,2,3,1,6
787,White,56,>100K,Post-graduate degree,4,3,1,7
788,Black,62,<50K,Post-graduate degree,1,1,0.75,7
789,White,36,<50K,Some college,3,3,1,3
790,Hispanic/Latino,35,$50K-100K,College degree,4,3,0.25,4
791,White,47,$50K-100K,Some college,6,4,0.25,1
792,Hispanic/Latino,36,<50K,Post-graduate degree,2,1,0.25,4
793,White,67,<50K,College degree,6,2,0.75,7
794,White,70,<50K,Some college,2,1,1,3
795,White,78,$50K-100K,Some college,7,2,1,7
796,White,53,<50K,High school or less,4,4,0.75,1
797,Hispanic/Latino,49,<50K,College degree,7,2,0.75,4
798,White,49,<50K,Some college,6,2,0.75,4
799,White,45,<50K,Some college,5,1,0.5,6
800,White,71,$50K-100K,College degree,4,2,1,7
801,White,82,<50K,High school or less,7,2,0.75,1
802,White,71,<50K,Some college,2,2,0.75,7
803,White,47,<50K,Some college,7,2,0.25,2
804,White,55,$50K-100K,College degree,6,2,1,3
805,White,50,<50K,Some college,4,2,0.5,7
806,Other Race/Ethnicity,34,<50K,High school or less,2,1,0.5,5
807,White,23,<50K,College degree,7,2,0.75,7
808,White,28,<50K,High school or less,5,3,1,4
809,White,38,<50K,College degree,5,4,0.75,7
810,White,67,$50K-100K,Post-graduate degree,7,2,1,4
811,White,33,$50K-100K,Some college,7,2,0.75,6
812,White,37,>100K,Post-graduate degree,2,2,0,2
813,White,19,>100K,Some college,1,1,0.75,4
814,White,35,<50K,High school or less,7,2,1,6
815,White,19,$50K-100K,Some college,3,2,0.25,7
816,White,20,$50K-100K,Some college,6,3,0.5,7
817,White,80,<50K,High school or less,7,2,0.5,7
818,White,67,<50K,Post-graduate degree,1,1,1,2
819,White,66,$50K-100K,College degree,6,2,0.5,6
820,White,62,<50K,High school or less,4,4,1,7
821,Hispanic/Latino,65,<50K,College degree,7,2,0.75,7
822,White,62,<50K,College degree,7,2,0.5,7
823,Hispanic/Latino,47,<50K,High school or less,5,3,0.75,4
824,White,41,$50K-100K,Some college,7,2,0.75,7
825,White,68,$50K-100K,High school or less,1,1,1,4
826,White,52,<50K,College degree,1,1,1,3
827,White,26,<50K,Post-graduate degree,7,2,1,5
828,White,68,<50K,College degree,1,1,1,6
829,White,40,<50K,Some college,7,2,0.5,3
830,Hispanic/Latino,33,>100K,College degree,2,3,0.75,4
831,White,32,<50K,High school or less,5,1,0.25,1
832,White,59,<50K,Some college,2,1,0,3
833,White,19,<50K,High school or less,2,1,0.75,3
834,White,62,<50K,College degree,5,1,1,2
835,White,67,>100K,Post-graduate degree,5,3,1,7
836,White,22,<50K,College degree,6,3,1,6
837,White,23,$50K-100K,Some college,7,2,0.5,7
838,White,60,<50K,College degree,1,1,1,3
839,Other Race/Ethnicity,65,$50K-100K,College degree,1,1,1,2
840,White,46,<50K,Some college,7,2,0.5,7
841,White,38,<50K,Post-graduate degree,2,1,0.75,2
842,White,76,$50K-100K,College degree,5,1,1,3
843,White,68,$50K-100K,Some college,4,3,1,7
844,White,82,<50K,High school or less,5,3,0.5,4
845,Hispanic/Latino,34,<50K,College degree,5,4,0.75,1
846,White,70,<50K,Some college,4,3,1,5
847,White,60,<50K,College degree,2,3,0.5,6
848,White,46,<50K,College degree,4,3,0.5,4
849,White,48,<50K,College degree,2,1,0.75,3
850,White,74,<50K,Some college,7,2,0.75,7
851,White,58,<50K,Some college,5,1,0.75,4
852,White,42,$50K-100K,High school or less,6,3,0,1
853,Black,22,$50K-100K,College degree,4,3,0.75,5
854,White,29,$50K-100K,College degree,6,2,0.5,5
855,Other Race/Ethnicity,42,$50K-100K,Post-graduate degree,1,2,1,3
856,White,67,<50K,Post-graduate degree,7,2,1,4
857,White,25,$50K-100K,College degree,7,2,1,7
858,White,86,<50K,College degree,7,2,0.75,7
859,Other Race/Ethnicity,28,$50K-100K,College degree,4,4,0.25,3
860,Black,28,<50K,High school or less,1,1,0.5,3
861,White,34,<50K,High school or less,4,3,0.5,1
862,White,78,$50K-100K,Some college,7,2,0.75,7
863,White,56,$50K-100K,Post-graduate degree,3,3,0.75,7
864,White,68,<50K,College degree,3,2,1,7
865,White,38,$50K-100K,College degree,1,1,0.75,3
866,White,44,<50K,Some college,3,2,0.75,7
867,White,67,$50K-100K,High school or less,2,2,0.5,6
868,Other Race/Ethnicity,69,<50K,College degree,4,2,1,6
869,White,29,<50K,Some college,2,2,0,1
870,White,42,<50K,College degree,1,2,0.75,2
871,Other Race/Ethnicity,28,<50K,Some college,1,1,0,1
872,White,40,$50K-100K,Post-graduate degree,1,1,1,1
873,White,26,<50K,Post-graduate degree,1,1,0.25,4
874,White,53,$50K-100K,Some college,7,2,0.75,7
875,White,42,<50K,Some college,5,3,0.25,5
876,White,27,<50K,Some college,4,4,0.5,3
877,White,32,$50K-100K,College degree,5,3,0.5,4
878,White,73,<50K,College degree,4,3,0.75,7
879,White,66,<50K,Some college,5,3,1,6
880,White,55,<50K,College degree,7,2,0.75,6
881,White,68,Prefer not to say,College degree,1,1,1,7
882,White,24,<50K,Some college,6,3,0.75,3
883,White,27,$50K-100K,Post-graduate degree,2,1,0.75,3
884,White,85,$50K-100K,College degree,6,2,1,7
885,White,33,<50K,High school or less,2,1,1,7
886,White,68,>100K,College degree,5,1,0.5,2
887,White,64,$50K-100K,Post-graduate degree,4,3,0.5,7
888,Other Race/Ethnicity,47,Prefer not to say,High school or less,5,3,0.75,7
889,White,50,<50K,High school or less,7,3,0,1
890,White,70,<50K,College degree,7,2,1,7
891,White,57,$50K-100K,High school or less,7,2,0.75,7
892,White,84,<50K,College degree,7,2,0.5,4
893,White,45,<50K,Some college,6,2,0.25,4
894,White,67,>100K,Post-graduate degree,3,2,0.75,7
895,White,62,<50K,Some college,5,1,0.75,3
896,White,39,<50K,High school or less,7,2,0.5,4
897,White,65,<50K,Some college,7,2,0.75,7
898,White,67,$50K-100K,College degree,7,2,0.75,7
899,White,47,<50K,College degree,5,1,1,1
900,White,71,<50K,High school or less,7,2,1,7
901,Hispanic/Latino,19,<50K,High school or less,2,3,0,1
902,White,48,<50K,Some college,4,2,1,7
903,Other Race/Ethnicity,72,$50K-100K,Post-graduate degree,1,1,1,6
904,Hispanic/Latino,30,>100K,College degree,4,1,1,6
905,Other Race/Ethnicity,35,<50K,High school or less,1,4,0.25,7
906,White,70,<50K,Some college,7,2,0.75,7
907,Other Race/Ethnicity,53,<50K,College degree,4,3,0.5,1
908,White,68,<50K,High school or less,7,2,0.5,6
909,White,67,>100K,Post-graduate degree,3,2,0.25,7
910,White,32,<50K,High school or less,6,2,1,4
911,White,58,>100K,College degree,6,2,1,2
912,Hispanic/Latino,55,<50K,Some college,1,3,0.5,1
913,White,61,<50K,College degree,7,3,1,7
914,Hispanic/Latino,58,>100K,College degree,7,4,0.75,1
915,White,37,<50K,Some college,7,2,0.25,3
916,White,59,$50K-100K,Some college,5,1,0.75,7
917,White,44,<50K,High school or less,5,2,0.75,5
918,Other Race/Ethnicity,24,$50K-100K,College degree,6,2,1,7
919,White,72,$50K-100K,Post-graduate degree,4,4,1,4
920,White,35,<50K,Some college,3,3,0.5,7
921,Black,52,<50K,College degree,1,4,0.75,4
922,White,54,<50K,College degree,5,3,0.75,7
923,White,73,<50K,Some college,4,3,0.75,4
924,White,67,<50K,High school or less,7,2,0.5,7
925,White,26,<50K,College degree,3,3,1,7
926,White,73,<50K,College degree,2,3,1,6
927,White,56,<50K,College degree,2,2,0.25,7
928,White,51,<50K,High school or less,6,4,0.5,3
929,White,27,<50K,College degree,2,1,0.75,7
930,White,40,$50K-100K,Some college,7,2,0.25,7
931,White,69,<50K,High school or less,6,3,0.75,7
932,White,71,<50K,College degree,5,3,1,6
